COUNT_DATE,VolumeLeg,LegDir,Street2,Location,TOTAL (Cars/Day),Lat,Lng
2010-06-03,Lucretia Av,N of,Tully Rd,Lucretia Av - N of  Tully Rd,12127,37.313929,-121.841337
2008-09-30,Jackson Av,S of,Ashglen Wy,Jackson Av - S of  Ashglen Wy,12110,37.369957,-121.854809
2009-03-09,Monterey Rd,S of,Bernal Rd,Monterey Rd - S of  Bernal Rd,12110,37.238633,-121.774072
2006-03-23,Payne Av,W of,Eden Av,Payne Av - W of  Eden Av,12066,37.301546,-121.955037
2007-02-15,Naglee Av,E of,Dana Av,Naglee Av - E of  Dana Av,12040,37.331971,-121.926641
2006-10-11,Forest Av,W of,Di Salvo Av,Forest Av - W of  Di Salvo Av,11983,37.327056,-121.937499
2005-02-15,Tenth St,N of,Old Bayshore Hy,Tenth St - N of  Old Bayshore Hy,11915,37.367223,-121.900214
2005-03-08,Kooser Rd,W of,Dartmouth Dr,Kooser Rd - W of  Dartmouth Dr,11871,37.242407,-121.898807
2007-11-15,Blossom Av,S of,Gettysburg Dr,Blossom Av - S of  Gettysburg Dr,11860,37.247411,-121.839772
2006-07-06,Race St,N of,San Carlos St,Race St - N of  San Carlos St,11850,37.323925,-121.911427
2009-05-06,Branham Ln,E of,Monterey Rd,Branham Ln - E of  Monterey Rd,11840,37.268832,-121.820489
2007-03-27,Fourth St,N of,Jackson St,Fourth St - N of  Jackson St,11839,37.349112,-121.895934
2008-03-05,Thirteenth St,S of,Mission St,Thirteenth St - S of  Mission St,11762,37.356799,-121.889086
2005-05-16,Blossom Av,N of,Briarcliff Dr,Blossom Av - N of  Briarcliff Dr,11740,37.245525,-121.839748
2009-02-25,Monterey Rd,S of,Palmwell Wy,Monterey Rd - S of  Palmwell Wy,11730,37.245712,-121.785855
2007-03-01,San Antonio St,W of,Scharff Av,San Antonio St - W of  Scharff Av,11717,37.35434,-121.843248
2005-09-27,White Rd,N of,Mabury Rd,White Rd - N of  Mabury Rd,11624,37.384221,-121.842553
2006-01-25,Third St,N of,San Fernando St,Third St - N of  San Fernando St,11580,37.335585,-121.887281
2005-04-04,Williams Rd,E of,Boynton Av,Williams Rd - E of  Boynton Av,11556,37.308635,-121.965157
2005-09-08,San Antonio St,E of,Mccreery Av,San Antonio St - E of  Mccreery Av,11546,37.351518,-121.849185
2005-04-04,Williams Rd,W of,Boynton Av,Williams Rd - W of  Boynton Av,11529,37.308501,-121.966659
2009-05-14,Taylor St,W of,Fifteenth St,Taylor St - W of  Fifteenth St,11510,37.355811,-121.886043
2009-04-28,Santa Teresa Bl,N of,Avenida Espana,Santa Teresa Bl - N of  Avenida Espana,11390,37.224276,-121.768491
2007-10-03,Bird Av,N of,Snyder Av,Bird Av - N of  Snyder Av,11380,37.312804,-121.897409
2008-08-27,Park Av,N of,Sandringham Wy,Park Av - N of  Sandringham Wy,11380,37.332475,-121.922272
2010-06-03,Zanker Rd,S of,Trimble Rd,Zanker Rd - S of  Trimble Rd,11376,37.387352,-121.923296
2010-05-19,Narvaez Av,E of,Hillsdale Av,Narvaez Av - E of  Hillsdale Av,11326,37.280323,-121.864675
2008-11-13,Jackson Av,N of,Lava Dr,Jackson Av - N of  Lava Dr,11300,37.375362,-121.860018
2005-01-18,Piedmont Rd,N of,Pine Creek Dr,Piedmont Rd - N of  Pine Creek Dr,11290,37.409433,-121.852211
2010-06-01,Coleman Rd,E of,Meridian Av,Coleman Rd - E of  Meridian Av,11282,37.23794,-121.886056
2008-08-01,Moorpark Av,W of,Eden Av,Moorpark Av - W of  Eden Av,11250,37.316087,-121.955075
2005-01-13,Piedmont Rd,N of,Salinas Ct,Piedmont Rd - N of  Salinas Ct,11200,37.407454,-121.850843
2007-07-31,Bird Av,N of,Brooks Av,Bird Av - N of  Brooks Av,11190,37.314317,-121.898036
2010-06-01,Leigh Av,S of,Camden Av,Leigh Av - S of  Camden Av,11162,37.261066,-121.922317
2005-03-08,Kooser Rd,E of,Dartmouth Dr,Kooser Rd - E of  Dartmouth Dr,11092,37.242566,-121.898453
2005-09-08,San Antonio St,W of,Mccreery Av,San Antonio St - W of  Mccreery Av,11091,37.35129,-121.849663
2007-05-22,Hyde Av,W of,Tompkins Dr,Hyde Av - W of  Tompkins Dr,11050,37.307887,-122.009306
2007-07-31,Bird Av,S of,Brooks Av,Bird Av - S of  Brooks Av,11010,37.313806,-121.898066
2005-02-09,Ross Av,N of,Hillsdale Av,Ross Av - N of  Hillsdale Av,10993,37.264483,-121.917373
2005-04-12,Sixth St,N of,Virginia St,Sixth St - N of  Virginia St,10986,37.326897,-121.876444
2005-04-14,Miller Av,N of,Edgemoor Wy,Miller Av - N of  Edgemoor Wy,10970,37.305474,-122.015018
2005-04-06,Pine Av,W of,Lupton Av,Pine Av - W of  Lupton Av,10970,37.294795,-121.901844
2007-06-19,Almaden Av,N of,Oak St,Almaden Av - N of  Oak St,10960,37.320931,-121.883706
2010-05-20,Hedding St,E of,Coleman Av,Hedding St - E of  Coleman Av,10908,37.346543,-121.914835
2009-05-13,Sierra Rd,W of,Zion Ln,Sierra Rd - W of  Zion Ln,10900,37.395444,-121.856438
2005-05-04,Zanker Rd,S of,River Oaks Pw,Zanker Rd - S of  River Oaks Pw,10886,37.403699,-121.933965
2009-04-06,Reed St,E of,Second St,Reed St - E of  Second St,10850,37.327681,-121.882552
2008-08-01,Moorpark Av,W of,Hazel Dell Wy,Moorpark Av - W of  Hazel Dell Wy,10820,37.315904,-121.98177
2007-03-20,Trinidad Dr,N of,Crown Bl,Trinidad Dr - N of  Crown Bl,10807,37.217913,-121.863139
2006-01-09,Market St,S of,Park Av,Market St - S of  Park Av,10778,37.331712,-121.889744
2010-06-03,Minnesota Av,W of,Lincoln Av,Minnesota Av - W of  Lincoln Av,10769,37.303206,-121.898185
2006-03-06,Reed St,E of,Third St,Reed St - E of  Third St,10737,37.328171,-121.881517
2005-04-12,Virginia St,E of,Sixth St,Virginia St - E of  Sixth St,10643,37.326666,-121.876069
2007-07-12,Piedmont Rd,S of,Farthing W,Piedmont Rd - S of  Farthing W,10580,37.412964,-121.854437
2006-01-09,Market St,N of,Park Av,Market St - N of  Park Av,10513,37.332533,-121.890357
2006-02-15,San Antonio St,W of,Sunset Av,San Antonio St - W of  Sunset Av,10508,37.352516,-121.847095
2005-10-11,Leigh Av,N of,Gunston Wy,Leigh Av - N of  Gunston Wy,10480,37.25517,-121.921669
2007-09-13,Los Gatos Almaden Rd,E of,Oxbow Ct,Los Gatos Almaden Rd - E of  Oxbow Ct,10470,37.243417,-121.933729
2009-05-06,Seventh St,S of,Humboldt St,Seventh St - S of  Humboldt St,10390,37.320931,-121.870592
2009-05-12,Taylor St,W of,Monferino Dr,Taylor St - W of  Monferino Dr,10350,37.358865,-121.879617
2010-05-20,Taylor St,E of,The Alameda,Taylor St - E of  The Alameda,10330,37.337725,-121.918796
2006-02-07,Sylvandale Av,W of,Masters Ct,Sylvandale Av - W of  Masters Ct,10300,37.287805,-121.825255
2006-11-15,San Tomas Aquino Rd,S of,San Tomas Rd,San Tomas Aquino Rd - S of  San Tomas Rd,10250,37.297512,-121.976672
2010-05-18,Charcot Av,W of,Bering Dr,Charcot Av - W of  Bering Dr,10217,37.379791,-121.920621
2007-03-08,Narvaez Av,S of,Hillsdale Av,Narvaez Av - S of  Hillsdale Av,10180,37.279635,-121.864367
2008-09-02,Moorpark Av,N of,Borina Dr,Moorpark Av - N of  Borina Dr,10170,37.312161,-121.990528
2006-06-13,Payne Av,W of,Maria Wy,Payne Av - W of  Maria Wy,10170,37.301523,-121.958951
2005-02-09,Ross Av,S of,Hillsdale Av,Ross Av - S of  Hillsdale Av,10054,37.263392,-121.916621
2008-05-06,Snell Av,N of,Blossom Hill Rd,Snell Av - N of  Blossom Hill Rd,10030,37.251824,-121.830842
2007-03-12,Hedding St,W of,Monroe St,Hedding St - W of  Monroe St,10030,37.330235,-121.9442
2010-05-19,Narvaez Av,S of,Hillsdale Av,Narvaez Av - S of  Hillsdale Av,10007,37.279703,-121.864398
2008-04-09,Story Rd,W of,Clayton Rd,Story Rd - W of  Clayton Rd,9991,37.360425,-121.812858
2005-05-11,Gish Rd,W of,Industrial Av,Gish Rd - W of  Industrial Av,9973,37.368698,-121.898545
2007-06-18,Technology Dr,N of,Metro Dr,Technology Dr - N of  Metro Dr,9940,37.368027,-121.919078
2010-05-19,Ocala Av,E of,King Rd,Ocala Av - E of  King Rd,9934,37.331281,-121.834206
2005-11-09,Lucretia Av,S of,Fair Av,Lucretia Av - S of  Fair Av,9880,37.323298,-121.850724
2010-05-19,Alma Av,E of,Monterey Rd,Alma Av - E of  Monterey Rd,9878,37.316688,-121.873352
2008-07-30,Moorpark Av,W of,Rebecca Wy,Moorpark Av - W of  Rebecca Wy,9870,37.31593,-121.970428
2006-07-11,Hillsdale Av,W of,Vistapark Dr,Hillsdale Av - W of  Vistapark Dr,9820,37.280214,-121.854845
2007-08-09,Farnsworth Dr,W of,Silver Ridge Dr,Farnsworth Dr - W of  Silver Ridge Dr,9800,37.284735,-121.768496
2009-03-05,Chynoweth Av,E of,Cherry Blossom Dr,Chynoweth Av - E of  Cherry Blossom Dr,9790,37.258884,-121.814483
2006-06-12,Third St,N of,San Salvador St,Third St - N of  San Salvador St,9760,37.331225,-121.884034
2007-03-13,Flickinger Av,S of,Sierra Rd,Flickinger Av - S of  Sierra Rd,9746,37.385198,-121.873001
2007-04-30,Pine Av,W of,Lincoln Av,Pine Av - W of  Lincoln Av,9740,37.298281,-121.893783
2009-05-11,Taylor St,W of,Nineteenth St,Taylor St - W of  Nineteenth St,9710,37.357566,-121.882346
2007-04-02,Tenth St,N of,Washington St,Tenth St - N of  Washington St,9697,37.347618,-121.886193
2009-03-11,Monterey Rd,S of,Richmond Av,Monterey Rd - S of  Richmond Av,9660,37.192463,-121.714526
2007-01-23,Park Av,W of,Race St,Park Av - W of  Race St,9654,37.325988,-121.912064
2006-10-06,Coleman Rd,E of,Winfield Bl,Coleman Rd - E of  Winfield Bl,9640,37.242866,-121.86843
2007-04-04,Moorpark Av,S of,Borina Dr,Moorpark Av - S of  Borina Dr,9550,37.311464,-121.990582
2008-02-12,Bird Av,N of,Minnesota Av,Bird Av - N of  Minnesota Av,9540,37.307438,-121.891451
2005-03-29,Nimitz Fr,N of,Gish Rd,Nimitz Fr - N of  Gish Rd,9491,37.368116,-121.899975
2005-04-28,Copperfield Dr,S of,Sandpebble Dr,Copperfield Dr - S of  Sandpebble Dr,9490,37.275454,-121.854669
2005-03-15,Lucretia Av,S of,Story Rd,Lucretia Av - S of  Story Rd,9422,37.329544,-121.856851
2005-02-15,Old Bayshore Hy,E of,Tenth St,Old Bayshore Hy - E of  Tenth St,9353,37.366622,-121.899577
2005-05-26,Foxworthy Av,E of,Lexford Av,Foxworthy Av - E of  Lexford Av,9340,37.267752,-121.917382
2009-03-05,Chynoweth Av,E of,Derek Dr,Chynoweth Av - E of  Derek Dr,9280,37.258809,-121.825543
2007-01-23,Park Av,E of,Race St,Park Av - E of  Race St,9230,37.326045,-121.910956
2009-03-11,Monterey Hy,N of,Tilton Av,Monterey Hy - N of  Tilton Av,9210,37.155778,-121.676876
2005-01-19,Willow St,E of,Lelong St,Willow St - E of  Lelong St,9176,37.315134,-121.888418
2005-03-29,Gish Rd,E of,Nimitz Fr,Gish Rd - E of  Nimitz Fr,9165,37.368272,-121.899174
2006-06-06,Almaden Rd,E of,Almaden Ex,Almaden Rd - E of  Almaden Ex,9140,37.288891,-121.881095
2006-04-10,Samaritan Dr,E of,Dickens Av,Samaritan Dr - E of  Dickens Av,9130,37.250634,-121.937121
2005-08-09,Mcginness Av,S of,Story Rd,Mcginness Av - S of  Story Rd,9100,37.352309,-121.824131
2006-10-12,Fourth St,S of,Santa Clara St,Fourth St - S of  Santa Clara St,9090,37.33742,-121.88722
2007-08-24,Bird Av,N of,Cristina Av,Bird Av - N of  Cristina Av,9080,37.30898,-121.893644
2006-01-30,Third St,S of,San Carlos St,Third St - S of  San Carlos St,9050,37.332163,-121.884732
2007-08-21,Willow St,E of,Cherry Av,Willow St - E of  Cherry Av,8990,37.30613,-121.906218
2007-07-17,First St,S of,Nortech Pw,First St - S of  Nortech Pw,8920,37.421817,-121.963679
2007-03-20,Trinidad Dr,S of,Crown Bl,Trinidad Dr - S of  Crown Bl,8870,37.217519,-121.862599
2005-10-05,Fourth St,S of,Mission St,Fourth St - S of  Mission St,8870,37.352457,-121.898426
2006-02-06,Virginia St,W of,Seventh St,Virginia St - W of  Seventh St,8851,37.326927,-121.875507
2005-11-03,Lucretia Av,N of,Thelma Wy,Lucretia Av - N of  Thelma Wy,8850,37.326135,-121.853463
2005-07-08,Pine Av,W of,Cottle Av,Pine Av - W of  Cottle Av,8840,37.295891,-121.899317
2006-10-19,Los Gatos Almaden Rd,W of,Taft Dr,Los Gatos Almaden Rd - W of  Taft Dr,8830,37.2434,-121.936829
2005-10-05,Fourth St,N of,Mission St,Fourth St - N of  Mission St,8790,37.353123,-121.898922
2005-05-18,Blossom Av,S of,Palm Springs Ci,Blossom Av - S of  Palm Springs Ci,8760,37.239508,-121.839673
2005-05-26,Foxworthy Av,E of,Julio Av,Foxworthy Av - E of  Julio Av,8740,37.269112,-121.91186
2006-01-31,Almaden Rd,S of,Curtner Av,Almaden Rd - S of  Curtner Av,8710,37.291896,-121.880373
2005-05-12,Ross Av,S of,Donna Ln,Ross Av - S of  Donna Ln,8680,37.262156,-121.915769
2005-01-26,Park Av,N of,Emory St,Park Av - N of  Emory St,8680,37.3356,-121.926034
2005-06-15,Zanker Rd,S of,Bering Dr,Zanker Rd - S of  Bering Dr,8670,37.382574,-121.918339
2006-05-03,Miller Av,N of,Rainbow Dr,Miller Av - N of  Rainbow Dr,8641,37.302329,-122.015032
2008-05-28,Kiely Bl,E of,Kiely Bl,Kiely Bl - E of  Kiely Bl,8610,37.320153,-121.971856
2006-03-02,Trinidad Dr,W of,Glenview Dr,Trinidad Dr - W of  Glenview Dr,8550,37.214779,-121.855349
2007-12-14,Fourth St,N of,Younger St,Fourth St - N of  Younger St,8500,37.357031,-121.901833
2006-05-24,San Antonio St,E of,Thirtythird St,San Antonio St - E of  Thirtythird St,8490,37.348172,-121.856232
2007-07-12,Piedmont Rd,N of,Tronson Ct,Piedmont Rd - N of  Tronson Ct,8460,37.418289,-121.858299
2007-03-13,Flickinger Av,N of,Sierra Rd,Flickinger Av - N of  Sierra Rd,8455,37.385713,-121.87355
2005-05-11,Gish Rd,E of,Industrial Av,Gish Rd - E of  Industrial Av,8434,37.369041,-121.898031
2009-02-18,Market St,S of,Paseo De San Antonio,Market St - S of  Paseo De San Antonio,8360,37.332057,-121.889051
2006-06-08,Vine St,S of,Goodyear St,Vine St - S of  Goodyear St,8330,37.316842,-121.882083
2010-05-20,Willow St,E of,Carolyn Av,Willow St - E of  Carolyn Av,8293,37.306885,-121.904545
2005-04-05,Beswick Dr,S of,Blossom Hill Rd,Beswick Dr - S of  Blossom Hill Rd,8291,37.251104,-121.809033
2006-01-10,Clayton Rd,S of,Kaylene Dr,Clayton Rd - S of  Kaylene Dr,8290,37.357321,-121.808
2008-08-19,Lean Av,N of,Blossom Hill Rd,Lean Av - N of  Blossom Hill Rd,8270,37.251888,-121.817511
2007-03-22,Hedding St,E of,Garden Dr,Hedding St - E of  Garden Dr,8250,37.333749,-121.932259
2006-11-20,Doyle Rd,W of,Saratoga Av,Doyle Rd - W of  Saratoga Av,8240,37.302953,-121.980823
2005-05-09,San Salvador St,W of,Seventh St,San Salvador St - W of  Seventh St,8235,37.332826,-121.880079
2007-06-19,Almaden Av,N of,Union St,Almaden Av - N of  Union St,8200,37.323184,-121.885383
2009-02-18,Third St,N of,Margaret St,Third St - N of  Margaret St,8190,37.326767,-121.880714
2006-03-27,Toyon Av,N of,Mckee Rd,Toyon Av - N of  Mckee Rd,8190,37.381577,-121.826674
2005-08-09,Third St,N of,Reed St,Third St - N of  Reed St,8190,37.328295,-121.881852
2009-04-21,Lean Av,N of,Omira Dr,Lean Av - N of  Omira Dr,8180,37.250858,-121.817498
2006-11-27,Trinidad Dr,E of,Misty Willow Ct,Trinidad Dr - E of  Misty Willow Ct,8180,37.214707,-121.856689
2007-12-18,Fourth St,S of,Younger St,Fourth St - S of  Younger St,8170,37.356346,-121.901322
2007-03-22,Skyway Dr,E of,Park Paxton Pl,Skyway Dr - E of  Park Paxton Pl,8160,37.27128,-121.830283
2008-08-19,Ross Av,S of,Pasatiempo Dr,Ross Av - S of  Pasatiempo Dr,8130,37.255208,-121.910909
2006-02-01,San Antonio St,E of,San Antonio Ct,San Antonio St - E of  San Antonio Ct,8130,37.347813,-121.856991
2006-05-10,Ruby Av,N of,Aborn Rd,Ruby Av - N of  Aborn Rd,8121,37.31717,-121.775415
2008-04-09,Clayton Rd,S of,Story Rd,Clayton Rd - S of  Story Rd,8107,37.360681,-121.811922
2006-06-12,Beswick Dr,N of,Bangor Av,Beswick Dr - N of  Bangor Av,8100,37.248861,-121.808845
2007-04-05,Moorpark Av,S of,Forest View Dr,Moorpark Av - S of  Forest View Dr,8090,37.312825,-121.990539
2006-10-25,Nieman Bl,N of,Daniel Maloney Dr,Nieman Bl - N of  Daniel Maloney Dr,8072,37.30909,-121.799607
2005-11-15,Daniel Maloney Dr,W of,Methilhaven Ln,Daniel Maloney Dr - W of  Methilhaven Ln,8050,37.307826,-121.801096
2006-10-18,San Felipe Rd,S of,Bowery Ln,San Felipe Rd - S of  Bowery Ln,8040,37.302701,-121.774743
2009-03-09,Monterey Rd,N of,Live Oak Av,Monterey Rd - N of  Live Oak Av,8020,37.168301,-121.689732
2006-06-27,Doyle Rd,E of,Happy Valley Av,Doyle Rd - E of  Happy Valley Av,8010,37.304374,-121.992162
2005-08-09,Vine St,S of,Willow St,Vine St - S of  Willow St,8010,37.318127,-121.883039
2006-01-31,El Cajon Dr,E of,Seven Trees Bl,El Cajon Dr - E of  Seven Trees Bl,7980,37.283681,-121.832418
2010-05-18,Flickinger Av,S of,Hostetter Rd,Flickinger Av - S of  Hostetter Rd,7960,37.390734,-121.878887
2008-04-16,Branham Lane East,E of,Corte Verde Dr,Branham Lane East - E of  Corte Verde Dr,7950,37.26917,-121.815404
2005-04-27,Zanker Rd,S of,Devcon Dr,Zanker Rd - S of  Devcon Dr,7950,37.375559,-121.911341
2005-06-01,Williams Rd,W of,Eden Av,Williams Rd - W of  Eden Av,7940,37.308823,-121.955292
2006-07-11,Tully Rd,E of,Reno Dr,Tully Rd - E of  Reno Dr,7930,37.337998,-121.789075
2005-08-22,Tasman Dr,W of,Baypointe Pw,Tasman Dr - W of  Baypointe Pw,7920,37.410486,-121.942271
2010-06-03,Junction Av,S of,Trimble Rd,Junction Av - S of  Trimble Rd,7920,37.390089,-121.919822
2006-03-16,Foxworthy Av,E of,Kilo Av,Foxworthy Av - E of  Kilo Av,7860,37.26885,-121.912863
2005-08-09,Vine St,S of,Humboldt St,Vine St - S of  Humboldt St,7850,37.315414,-121.881017
2005-05-31,Commerce Dr,E of,Lundy Av,Commerce Dr - E of  Lundy Av,7800,37.394363,-121.889726
2008-03-11,Third St,S of,Santa Clara St,Third St - S of  Santa Clara St,7770,37.33693,-121.888281
2006-04-06,Tenth St,S of,Washington St,Tenth St - S of  Washington St,7710,37.346802,-121.885586
2006-03-22,Foxworthy Av,W of,Kilo Av,Foxworthy Av - W of  Kilo Av,7700,37.268746,-121.913267
2006-03-29,Ringwood Av,S of,Mckay Dr,Ringwood Av - S of  Mckay Dr,7660,37.388284,-121.89363
2005-09-27,Mabury Rd,W of,White Rd,Mabury Rd - W of  White Rd,7651,37.383445,-121.842844
2006-04-26,Berryessa Rd,W of,Sabal Dr,Berryessa Rd - W of  Sabal Dr,7650,37.393397,-121.849339
2006-12-20,Foxworthy Av,E of,Custer Dr,Foxworthy Av - E of  Custer Dr,7650,37.268229,-121.915313
2006-05-03,Miller Av,S of,Rainbow Dr,Miller Av - S of  Rainbow Dr,7641,37.300797,-122.015015
2009-05-13,Sierra Rd,E of,Mauna Kea Ln,Sierra Rd - E of  Mauna Kea Ln,7630,37.397375,-121.852183
2005-05-11,Ross Av,S of,Nelson Wy,Ross Av - S of  Nelson Wy,7620,37.259168,-121.913709
2005-06-07,Johnson Av,S of,Donington Dr,Johnson Av - S of  Donington Dr,7618,37.300572,-122.006624
2006-07-06,Minnesota Av,E of,Meridian Av,Minnesota Av - E of  Meridian Av,7570,37.301005,-121.91259
2006-07-27,Toyon Av,S of,Richardson Dr,Toyon Av - S of  Richardson Dr,7570,37.385501,-121.829382
2007-07-24,Piedmont Rd,S of,Rowley Dr,Piedmont Rd - S of  Rowley Dr,7560,37.419353,-121.859088
2008-03-06,Thirteenth St,N of,Jackson St,Thirteenth St - N of  Jackson St,7490,37.353116,-121.886339
2009-01-16,Lean Av,N of,Belden Dr,Lean Av - N of  Belden Dr,7470,37.249278,-121.81747
2006-06-27,Doyle Rd,W of,Winding Wy,Doyle Rd - W of  Winding Wy,7470,37.303088,-121.983135
2006-05-10,Aborn Rd,E of,Ruby Av,Aborn Rd - E of  Ruby Av,7428,37.316514,-121.774301
2006-01-25,Third St,S of,St James St,Third St - S of  St James St,7400,37.33984,-121.890448
2006-10-12,Santa Clara St,E of,Third St,Santa Clara St - E of  Third St,7390,37.337271,-121.888245
2006-03-06,Reed St,W of,Third St,Reed St - W of  Third St,7367,37.32797,-121.881943
2008-08-21,Foxworthy Av,W of,Manda Dr,Foxworthy Av - W of  Manda Dr,7360,37.26854,-121.91406
2006-04-12,Samaritan Dr,W of,Winton Wy,Samaritan Dr - W of  Winton Wy,7360,37.250616,-121.941858
2005-01-26,Stokes St,W of,Del Mar Av,Stokes St - W of  Del Mar Av,7342,37.301471,-121.931
2006-06-13,Fleming Av,N of,Neves Wy,Fleming Av - N of  Neves Wy,7340,37.37405,-121.817226
2008-08-18,Hedding St,W of,Seventeenth St,Hedding St - W of  Seventeenth St,7340,37.360951,-121.887444
2008-04-18,Ruby Av,S of,Pepperidge Dr,Ruby Av - S of  Pepperidge Dr,7320,37.335878,-121.784121
2006-01-10,Piedmont Rd,S of,Pinnacle Dr,Piedmont Rd - S of  Pinnacle Dr,7280,37.402758,-121.848403
2005-01-31,Avenida Rotella,E of,Via Serena,Avenida Rotella - E of  Via Serena,7240,37.232209,-121.770867
2007-07-18,Narvaez Av,S of,Naomi Ct,Narvaez Av - S of  Naomi Ct,7210,37.271966,-121.860827
2006-10-25,Nieman Bl,S of,Daniel Maloney Dr,Nieman Bl - S of  Daniel Maloney Dr,7204,37.308707,-121.79934
