COUNT_DATE,VolumeLeg,LegDir,Street2,Location,TOTAL (Cars/Day),Lat,Lng
2008-08-21,Foxworthy Av,E of,Manda Dr,Foxworthy Av - E of  Manda Dr,7180,37.268637,-121.913704
2007-05-24,Crown Bl,E of,Trinidad Dr,Crown Bl - E of  Trinidad Dr,7170,37.217919,-121.862468
2007-03-26,Eleventh St,S of,Washington St,Eleventh St - S of  Washington St,7165,37.347287,-121.884523
2006-03-29,Ringwood Av,S of,Fortune Dr,Ringwood Av - S of  Fortune Dr,7150,37.400391,-121.898204
2007-04-30,Race St,N of,San Fernando St,Race St - N of  San Fernando St,7150,37.329024,-121.911798
2005-05-25,Westmont Av,W of,Harriet Av,Westmont Av - W of  Harriet Av,7137,37.271101,-121.981723
2006-10-19,Chynoweth Av,E of,Pearl Av,Chynoweth Av - E of  Pearl Av,7130,37.258401,-121.862434
2007-12-05,Hassler Py,S of,Trestlewood Dr,Hassler Py - S of  Trestlewood Dr,7120,37.286954,-121.803264
2006-07-13,Penitencia Creek Rd,E of,Summerview Dr,Penitencia Creek Rd - E of  Summerview Dr,7090,37.386158,-121.852667
2008-08-18,Hedding St,E of,Seventeenth St,Hedding St - E of  Seventeenth St,7070,37.361191,-121.886933
2006-02-14,Fleming Av,S of,Neves Wy,Fleming Av - S of  Neves Wy,7060,37.373919,-121.816886
2005-04-12,Virginia St,W of,Sixth St,Virginia St - W of  Sixth St,7049,37.326315,-121.876805
2008-01-23,Tully Rd,W of,Ruby Av,Tully Rd - W of  Ruby Av,7030,37.338593,-121.78605
2006-02-01,Santa Teresa Bl,N of,Bailey Av,Santa Teresa Bl - N of  Bailey Av,7010,37.201872,-121.737231
2005-11-01,Johnson Av,S of,Castano Dr,Johnson Av - S of  Castano Dr,6980,37.308216,-122.003795
2006-05-10,Ruby Av,S of,Aborn Rd,Ruby Av - S of  Aborn Rd,6974,37.315532,-121.774933
2007-05-22,Tompkins Dr,E of,Hyde Av,Tompkins Dr - E of  Hyde Av,6930,37.307545,-122.008836
2007-12-06,Vine St,N of,Humboldt St,Vine St - N of  Humboldt St,6900,37.315705,-121.881234
2005-06-07,Johnson Av,N of,Donington Dr,Johnson Av - N of  Donington Dr,6882,37.30157,-122.006247
2005-05-09,Seventh St,S of,San Salvador St,Seventh St - S of  San Salvador St,6859,37.332491,-121.879199
2009-05-06,Branham Lane East,E of,Eberly Dr,Branham Lane East - E of  Eberly Dr,6840,37.269173,-121.814567
2006-03-21,Bucknall Rd,W of,Elmgrove Ln,Bucknall Rd - W of  Elmgrove Ln,6830,37.283309,-121.990785
2009-03-12,Canoas Garden Av,N of,Masonic Dr,Canoas Garden Av - N of  Masonic Dr,6810,37.291241,-121.872851
2005-04-14,Miller Av,N of,Janary Wy,Miller Av - N of  Janary Wy,6810,37.29693,-122.014984
2005-04-14,Miller Av,S of,Wisteria Wy,Miller Av - S of  Wisteria Wy,6780,37.297521,-122.014989
2007-03-27,Jackson St,W of,Fourth St,Jackson St - W of  Fourth St,6779,37.348294,-121.895771
2005-01-18,Park Av,W of,Cleaves Av,Park Av - W of  Cleaves Av,6760,37.326201,-121.907651
2009-05-04,Thornton Wy,S of,Empey Wy,Thornton Wy - S of  Empey Wy,6760,37.314286,-121.938713
2006-08-02,Third St,S of,Reed St,Third St - S of  Reed St,6760,37.327936,-121.881583
2006-01-25,Third St,N of,St James St,Third St - N of  St James St,6740,37.3404,-121.890867
2007-04-04,San Antonio St,E of,Twentyeighth St,San Antonio St - E of  Twentyeighth St,6730,37.345611,-121.861623
2006-10-19,Chynoweth Av,W of,New World Dr,Chynoweth Av - W of  New World Dr,6720,37.260287,-121.855013
2007-07-18,Vistapark Dr,S of,Springpark Ci,Vistapark Dr - S of  Springpark Ci,6720,37.269856,-121.848594
2007-12-05,Vine St,N of,Virginia St,Vine St - N of  Virginia St,6720,37.321848,-121.88581
2010-06-03,River Oaks Pkwy,E of,Zanker Rd,River Oaks Pkwy - E of  Zanker Rd,6714,37.404708,-121.932975
2006-04-06,Eleventh St,N of,Washington St,Eleventh St - N of  Washington St,6710,37.348105,-121.885132
2005-05-25,Westmont Av,E of,Harriet Av,Westmont Av - E of  Harriet Av,6708,37.271198,-121.981004
2010-06-03,Ringwood Av,N of,Mc Kay Dr,Ringwood Av - N of  Mc Kay Dr,6706,37.388976,-121.894299
2009-03-12,Monterey Rd,S of,Blanchard Rd,Monterey Rd - S of  Blanchard Rd,6700,37.218114,-121.741232
2009-03-18,Margaret Wy,E of,Sixth St,Margaret Wy - E of  Sixth St,6680,37.328174,-121.877082
2006-06-22,Delta Rd,W of,Oldfield Wy,Delta Rd - W of  Oldfield Wy,6650,37.306681,-121.773087
2010-06-01,Foxworthy Av,E of,Meridian Av,Foxworthy Av - E of  Meridian Av,6646,37.270839,-121.905311
2009-02-12,Third St,S of,Martha St,Third St - S of  Martha St,6640,37.323462,-121.87825
2005-01-26,Stokes St,E of,Del Mar Av,Stokes St - E of  Del Mar Av,6630,37.301469,-121.929863
2010-05-18,Tenth St,N of,Taylor St,Tenth St - N of  Taylor St,6620,37.354877,-121.891605
2008-03-06,Thirteenth St,S of,Jackson St,Thirteenth St - S of  Jackson St,6603,37.352587,-121.885945
2005-05-09,Leeward Dr,S of,Leeward Ct,Leeward Dr - S of  Leeward Ct,6590,37.346458,-121.828763
2007-08-08,Taylor St,E of,Eighth St,Taylor St - E of  Eighth St,6570,37.352797,-121.892391
2006-04-06,Tenth St,N of,Empire St,Tenth St - N of  Empire St,6560,37.349887,-121.887884
2008-11-13,Julian St,E of,Seventh St,Julian St - E of  Seventh St,6560,37.343703,-121.887181
2005-02-08,Third St,S of,Keyes St,Third St - S of  Keyes St,6532,37.32056,-121.87609
2007-06-19,Almaden Av,N of,Goodyear St,Almaden Av - N of  Goodyear St,6510,37.317816,-121.881385
2006-10-12,Third St,N of,Santa Clara St,Third St - N of  Santa Clara St,6510,37.337427,-121.888651
2005-01-18,Park Av,W of,Sonoma St,Park Av - W of  Sonoma St,6500,37.328156,-121.897758
2008-05-01,Coe Av,W of,Clintonia Av,Coe Av - W of  Clintonia Av,6460,37.314298,-121.899715
2006-01-31,Almaden Rd,S of,Willow Glen Wy,Almaden Rd - S of  Willow Glen Wy,6440,37.303387,-121.878937
2009-03-09,Monterey Rd,N of,Metcalf Rd,Monterey Rd - N of  Metcalf Rd,6430,37.226705,-121.75157
2010-05-18,Charcot Av,W of,Hartog Dr,Charcot Av - W of  Hartog Dr,6413,37.384861,-121.912002
2008-05-01,Coe Av,E of,Clintonia Av,Coe Av - E of  Clintonia Av,6410,37.314611,-121.899218
2007-10-19,Basking Ridge Av,N of,Schoolhouse Rd,Basking Ridge Av - N of  Schoolhouse Rd,6380,37.250802,-121.771416
2005-03-15,Lucretia Av,N of,Story Rd,Lucretia Av - N of  Story Rd,6360,37.330338,-121.857633
2009-05-12,Bayliss Dr,W of,Santa Teresa Bl,Bayliss Dr - W of  Santa Teresa Bl,6350,37.219578,-121.762279
2006-09-12,Coe Av,E of,Broadway Av,Coe Av - E of  Broadway Av,6350,37.31411,-121.900116
2009-04-29,Hellyer Av,W of,Sacramento Av,Hellyer Av - W of  Sacramento Av,6350,37.284396,-121.819744
2008-12-09,Hostetter Rd,E of,Sun Ln,Hostetter Rd - E of  Sun Ln,6350,37.406687,-121.856539
2009-03-19,Margaret Wy,W of,Sixth St,Margaret Wy - W of  Sixth St,6350,37.328093,-121.877751
2007-04-03,Leigh Av,S of,San Carlos St,Leigh Av - S of  San Carlos St,6321,37.322673,-121.923837
2007-06-28,Guluzzo Dr,S of,Mt Pleasant Rd,Guluzzo Dr - S of  Mt Pleasant Rd,6320,37.348187,-121.794448
2007-05-22,Third St,W of,Humboldt St,Third St - W of  Humboldt St,6310,37.320009,-121.875681
2006-04-06,Eleventh St,N of,Empire St,Eleventh St - N of  Empire St,6300,37.350267,-121.886744
2008-11-12,Julian St,E of,Sixth St,Julian St - E of  Sixth St,6280,37.343208,-121.888226
2007-07-17,Hellyer Av,W of,River Park Dr,Hellyer Av - W of  River Park Dr,6240,37.284235,-121.815903
2007-11-09,Palisade Dr,N of,River Falls Dr,Palisade Dr - N of  River Falls Dr,6210,37.280467,-121.814902
2005-05-09,San Salvador St,E of,Seventh St,San Salvador St - E of  Seventh St,6206,37.33325,-121.87918
2006-10-25,Daniel Maloney Dr,W of,Nieman Bl,Daniel Maloney Dr - W of  Nieman Bl,6204,37.30859,-121.799936
2010-06-03,Sierra Rd,E of,Capitol Av,Sierra Rd - E of  Capitol Av,6204,37.392436,-121.863881
2007-03-27,Fourth St,S of,Jackson St,Fourth St - S of  Jackson St,6164,37.347841,-121.894989
2005-05-04,River Oaks Pkwy,E of,Zanker Rd,River Oaks Pkwy - E of  Zanker Rd,6160,37.404671,-121.933911
2006-02-28,Camino Verde Dr,S of,Santa Teresa Bl,Camino Verde Dr - S of  Santa Teresa Bl,6133,37.236294,-121.801127
2008-11-13,Julian St,E of,Fifth St,Julian St - E of  Fifth St,6130,37.342736,-121.889256
2010-06-01,Monroe St,S of,Stevens Creek Bl,Monroe St - S of  Stevens Creek Bl,6122,37.323143,-121.943324
2009-04-20,Cropley Av,E of,Sagewood Ln,Cropley Av - E of  Sagewood Ln,6100,37.414038,-121.860229
2007-04-24,Blaney Av,N of,Bollinger Rd,Blaney Av - N of  Bollinger Rd,6084,37.310218,-122.023157
2007-06-19,Almaden Av,N of,Floyd St,Almaden Av - N of  Floyd St,6040,37.314992,-121.879281
2006-09-26,Cinnabar St,W of,Morrison Av,Cinnabar St - W of  Morrison Av,6000,37.334103,-121.909763
2009-04-20,Lean Av,N of,Conestoga Wy,Lean Av - N of  Conestoga Wy,6000,37.238914,-121.81684
2007-03-27,Jackson St,E of,Fourth St,Jackson St - E of  Fourth St,5992,37.348625,-121.895077
2010-06-02,Yerba Buena Av,E of,San Felipe Rd,Yerba Buena Av - E of  San Felipe Rd,5930,37.299681,-121.770499
2007-06-19,Gateway Pl,N of,Airport Py,Gateway Pl - N of  Airport Py,5920,37.370727,-121.922228
2006-07-12,Penitencia Creek Rd,W of,Cayman Wy,Penitencia Creek Rd - W of  Cayman Wy,5920,37.389681,-121.84449
2005-03-16,Coleman Rd,E of,Redmond Av,Coleman Rd - E of  Redmond Av,5920,37.230461,-121.896587
2007-09-05,Gold St,N of,Moffatt St,Gold St - N of  Moffatt St,5910,37.424361,-121.976083
2005-04-21,Huran Dr,S of,Santiago Av,Huran Dr - S of  Santiago Av,5890,37.325818,-121.825745
2008-04-04,Auzerais Av,E of,Bird Av,Auzerais Av - E of  Bird Av,5850,37.323479,-121.898966
2006-09-14,St James St,E of,Third St,St James St - E of  Third St,5850,37.340265,-121.890298
2007-10-19,Basking Ridge Av,S of,Schoolhouse Rd,Basking Ridge Av - S of  Schoolhouse Rd,5800,37.249903,-121.770029
2005-05-31,Twentyfourth St,S of,St James St,Twentyfourth St - S of  St James St,5800,37.34934,-121.870026
2008-05-02,Penitencia Creek Rd,E of,Linda Vista St,Penitencia Creek Rd - E of  Linda Vista St,5790,37.391805,-121.836229
2005-09-08,Williams Rd,W of,Pinewood Dr,Williams Rd - W of  Pinewood Dr,5790,37.308609,-121.982619
2006-05-09,Wilbur Av,W of,Emilie Dr,Wilbur Av - W of  Emilie Dr,5780,37.358903,-121.829919
2005-11-09,Fourth St,S of,Empire St,Fourth St - S of  Empire St,5780,37.346088,-121.893682
2008-03-18,Adrian Wy,N of,Newton Av,Adrian Wy - N of  Newton Av,5770,37.343783,-121.832037
2005-10-12,Foxworthy Av,E of,Gardendale Dr,Foxworthy Av - E of  Gardendale Dr,5770,37.277075,-121.883596
2008-12-04,Cunningham Av,E of,Huran Dr,Cunningham Av - E of  Huran Dr,5760,37.329971,-121.829274
2005-09-13,Fourth St,N of,Empire St,Fourth St - N of  Empire St,5760,37.346516,-121.894
2008-08-18,Lean Av,N of,Colville Dr,Lean Av - N of  Colville Dr,5740,37.246486,-121.817433
2005-11-09,Fourth St,S of,Julian St,Fourth St - S of  Julian St,5720,37.341813,-121.890495
2010-06-02,William St,W of,Twenty Fourth St,William St - W of  Twenty Fourth St,5694,37.341087,-121.862706
2006-07-10,Almaden Rd,N of,Willow Glen Wy,Almaden Rd - N of  Willow Glen Wy,5690,37.304006,-121.878678
2008-09-16,Cisco Wy,S of,Tasman Dr,Cisco Wy - S of  Tasman Dr,5680,37.410762,-121.928181
2006-07-26,Marten Av,E of,Hayworth Dr,Marten Av - E of  Hayworth Dr,5670,37.346629,-121.804466
2006-08-03,San Felipe Rd,S of,Silver Oak St,San Felipe Rd - S of  Silver Oak St,5660,37.29218,-121.76606
2005-10-05,Fourth St,N of,Washington St,Fourth St - N of  Washington St,5650,37.344427,-121.892444
2006-09-25,Bucknall Rd,W of,Maroel Dr,Bucknall Rd - W of  Maroel Dr,5620,37.2834,-121.986251
2005-01-31,Avenida Rotella,N of,Avenida Grande,Avenida Rotella - N of  Avenida Grande,5590,37.232404,-121.764753
2006-08-24,Little Orchard St,S of,Stauffer Bl,Little Orchard St - S of  Stauffer Bl,5580,37.304293,-121.870786
2008-06-26,Story Rd,W of,Watters Dr,Story Rd - W of  Watters Dr,5560,37.363778,-121.809971
2009-04-29,Hellyer Av,E of,Sacramento Av,Hellyer Av - E of  Sacramento Av,5550,37.284378,-121.819302
2008-04-04,Auzerais Av,W of,Willis Av,Auzerais Av - W of  Willis Av,5540,37.324862,-121.896584
2007-01-04,Reed St,W of,First St,Reed St - W of  First St,5540,37.326432,-121.8845
2010-05-19,Little Orchard St,S of,Barnard Av,Little Orchard St - S of  Barnard Av,5531,37.306494,-121.872951
2008-11-19,Avenida Rotella,W of,Via Anacapa,Avenida Rotella - W of  Via Anacapa,5520,37.233513,-121.769652
2005-10-26,Piedmont Rd,N of,Isadora Dr,Piedmont Rd - N of  Isadora Dr,5490,37.411472,-121.853495
2008-07-30,Monroe St,N of,Tisch Wy,Monroe St - N of  Tisch Wy,5490,37.318163,-121.94331
2008-02-28,Jackson Av,S of,Pacheco Dr,Jackson Av - S of  Pacheco Dr,5470,37.371466,-121.8563
2006-10-12,St James St,E of,Fifth St St,St James St - E of  Fifth St St,5450,37.341222,-121.888292
2006-01-12,Thirteenth St,S of,Vestal St,Thirteenth St - S of  Vestal St,5450,37.358011,-121.889987
2007-12-14,Hassler Py,W of,Silver Ranch Ln,Hassler Py - W of  Silver Ranch Ln,5440,37.290317,-121.80007
2009-02-02,Sylvandale Av,E of,Honolulu Dr,Sylvandale Av - E of  Honolulu Dr,5410,37.287925,-121.823105
2006-10-11,Di Salvo Av,S of,Forest Av,Di Salvo Av - S of  Forest Av,5404,37.326747,-121.937103
2008-08-29,Naglee Av,W of,Park Av,Naglee Av - W of  Park Av,5400,37.333752,-121.924331
2005-10-04,Eden Av,S of,Impala Dr,Eden Av - S of  Impala Dr,5390,37.295737,-121.954442
2006-03-27,Toyon Av,N of,Joanne Av,Toyon Av - N of  Joanne Av,5390,37.389458,-121.832094
2008-11-24,Nieman Bl,N of,Chisin St,Nieman Bl - N of  Chisin St,5360,37.297259,-121.786198
2005-12-01,Pine Av,E of,Glen Una Av,Pine Av - E of  Glen Una Av,5360,37.299594,-121.890746
2008-11-19,Avenida Rotella,E of,Via Anacapa,Avenida Rotella - E of  Via Anacapa,5350,37.233997,-121.769181
2006-02-28,Camino Verde Dr,N of,Santa Teresa Bl,Camino Verde Dr - N of  Santa Teresa Bl,5338,37.237702,-121.801147
2006-10-05,Hicks Av,S of,Callecita St,Hicks Av - S of  Callecita St,5330,37.289604,-121.902293
2005-10-26,Piedmont Rd,S of,Isadora Dr,Piedmont Rd - S of  Isadora Dr,5330,37.41116,-121.853298
2007-07-17,First St,N of,Grand Bl,First St - N of  Grand Bl,5320,37.425314,-121.972925
2008-05-28,First St,N of,Nortech Pw,First St - N of  Nortech Pw,5320,37.422525,-121.964579
2008-04-08,Park Av,W of,Gifford Av,Park Av - W of  Gifford Av,5320,37.327706,-121.898492
2005-10-06,Stevens Ln,W of,Whittington Dr,Stevens Ln - W of  Whittington Dr,5320,37.320459,-121.792953
2006-05-03,Rainbow Dr,W of,Miller Av,Rainbow Dr - W of  Miller Av,5310,37.301199,-122.016492
2008-07-31,Tisch Wy,W of,Monroe St,Tisch Wy - W of  Monroe St,5300,37.317422,-121.943933
2006-01-12,Thirteenth St,N of,Vestal St,Thirteenth St - N of  Vestal St,5300,37.358409,-121.890298
2007-03-21,Sierra Rd,W of,Cabrillo Av,Sierra Rd - W of  Cabrillo Av,5290,37.392833,-121.863043
2006-03-20,Coe Av,E of,Lincoln Av,Coe Av - E of  Lincoln Av,5281,37.312942,-121.903525
2006-04-26,Berryessa Rd,E of,Sabal Dr,Berryessa Rd - E of  Sabal Dr,5280,37.393834,-121.849213
2007-04-04,San Antonio St,W of,Twentyeighth St,San Antonio St - W of  Twentyeighth St,5270,37.345428,-121.862011
2006-10-11,Di Salvo Av,N of,Forest Av,Di Salvo Av - N of  Forest Av,5265,37.326535,-121.937102
2008-01-23,Ruby Av,N of,Tully Rd,Ruby Av - N of  Tully Rd,5242,37.339185,-121.785743
2005-05-09,Seventh St,N of,San Salvador St,Seventh St - N of  San Salvador St,5234,37.333548,-121.880008
2009-02-10,Muirfield Dr,S of,Alum Rock Av,Muirfield Dr - S of  Alum Rock Av,5230,37.360851,-121.83782
2006-05-02,Sylvandale Av,E of,Masters Ct,Sylvandale Av - E of  Masters Ct,5230,37.287812,-121.82484
2007-04-24,Blaney Av,S of,Bollinger Rd,Blaney Av - S of  Bollinger Rd,5219,37.309563,-122.023327
2005-11-03,Sierra Rd,E of,Araujo St,Sierra Rd - E of  Araujo St,5180,37.377869,-121.880508
2008-02-28,Jackson Av,N of,Pacheco Dr,Jackson Av - N of  Pacheco Dr,5150,37.371975,-121.856803
2005-10-12,Foxworthy Av,W of,Gardendale Dr,Foxworthy Av - W of  Gardendale Dr,5140,37.27699,-121.883923
2006-06-13,Willow St,W of,Lelong St,Willow St - W of  Lelong St,5130,37.314999,-121.88871
2006-08-14,Penitencia Creek Rd,E of,Gridley St,Penitencia Creek Rd - E of  Gridley St,5110,37.390907,-121.840585
2006-08-02,Third St,N of,Keyes St,Third St - N of  Keyes St,5110,37.321424,-121.876733
2006-03-28,Coe Av,W of,Bird Av,Coe Av - W of  Bird Av,5109,37.315148,-121.898363
2005-05-04,River Oaks Pkwy,W of,Zanker Rd,River Oaks Pkwy - W of  Zanker Rd,5105,37.404054,-121.935661
2006-01-30,Clayton Rd,S of,Hickerson Dr,Clayton Rd - S of  Hickerson Dr,5090,37.358369,-121.809396
2006-01-25,First St,N of,Tony P. Santos St,First St - N of  Tony P. Santos St,5090,37.423635,-121.966581
2009-02-12,Clarice Dr,E of,Kenesta Wy,Clarice Dr - E of  Kenesta Wy,5050,37.325606,-121.822789
2006-11-27,Trinidad Dr,E of,Glenview Dr,Trinidad Dr - E of  Glenview Dr,5040,37.215017,-121.854747
2006-09-20,St James St,E of,Seventh St,St James St - E of  Seventh St,5030,37.342243,-121.886139
2007-04-03,Leigh Av,N of,San Carlos St,Leigh Av - N of  San Carlos St,5023,37.324124,-121.923817
2007-03-26,Monroe St,N of,Forest Av,Monroe St - N of  Forest Av,5020,37.327464,-121.943353
2005-03-15,San Pedro St,N of,George St,San Pedro St - N of  George St,5020,37.347101,-121.901815
2006-05-03,Sylvandale Av,W of,Maui Dr,Sylvandale Av - W of  Maui Dr,5020,37.287943,-121.822618
2007-03-21,Sierra Rd,E of,Cabrillo Av,Sierra Rd - E of  Cabrillo Av,5014,37.393084,-121.862257
2008-04-30,Canoas Garden Av,S of,Curtner Av,Canoas Garden Av - S of  Curtner Av,5010,37.292786,-121.874367
2006-05-03,Rainbow Dr,E of,Miller Av,Rainbow Dr - E of  Miller Av,5010,37.301218,-122.014216
2006-06-07,Flint Av,N of,Guluzzo Dr,Flint Av - N of  Guluzzo Dr,5000,37.344547,-121.797768
2010-06-01,Thornwood Dr,E of,Santa Teresa Bl,Thornwood Dr - E of  Santa Teresa Bl,4848,37.252645,-121.857719
2010-06-01,Dry Creek Rd,E of,Leigh Av,Dry Creek Rd - E of  Leigh Av,2025,37.283381,-121.921573
2013-08-15,Piedmont Rd,N of,Whitman Wy,Piedmont Rd - N of  Whitman Wy,15448,37.395549,-121.844897
2014-02-13,Tenth St,N of,,Tenth St - N of,18622,37.334932,-121.876745
2014-02-06,Eleventh St,N of,San Salvador St,Eleventh St - N of  San Salvador St,17723,37.335406,-121.875674
2013-08-21,Aborn Rd,E of,Nieman Bl,Aborn Rd - E of  Nieman Bl,42968,37.312469,-121.801586
2014-02-13,Almaden Bl,N of,Woz Wy,Almaden Bl - N of  Woz Wy,13866,37.327465,-121.889844
2014-02-13,Blossom Hill Rd,W of,Chesbro Av,Blossom Hill Rd - W of  Chesbro Av,25048,37.250601,-121.84328
2014-02-12,Saratoga Av,S of,Payne Av,Saratoga Av - S of  Payne Av,30980,37.300551,-121.981983
2014-02-13,Monterey Rd,N of,Curtner Av,Monterey Rd - N of  Curtner Av,34274,37.304091,-121.861653
2014-02-13,Story Rd,E of,Capitol Ex,Story Rd - E of  Capitol Ex,41707,37.351677,-121.825778
2014-02-11,Hedding St,W of,San Pedro St,Hedding St - W of  San Pedro St,13237,37.351727,-121.906783
2014-02-11,Hedding St,W of,Ninth St,Hedding St - W of  Ninth St,12378,37.357275,-121.895176
2013-08-15,Senter Rd,N of,Wool Creek Dr,Senter Rd - N of  Wool Creek Dr,22343,37.31311,-121.853175
2013-08-14,Tenth St,N of,Julian St,Tenth St - N of  Julian St,8380,37.345862,-121.884887
2013-08-13,Eleventh St,N of,Julian St,Eleventh St - N of  Julian St,6585,37.346318,-121.883801
2013-08-07,San Carlos St,E of,Raymond Av,San Carlos St - E of  Raymond Av,21670,37.323403,-121.928173
2013-08-07,Park Av,N of,Yosemite Av,Park Av - N of  Yosemite Av,10556,37.326913,-121.915567
2014-02-13,Oakland Rd,S of,Commercial St,Oakland Rd - S of  Commercial St,39381,37.364397,-121.891671
2014-02-14,Monterey Rd,N of,Pullman Wy,Monterey Rd - N of  Pullman Wy,38751,37.291303,-121.849049
2014-02-13,Monterey Rd,n/o *,Branham Ln,Monterey Rd - n/o * Branham Ln,30901,37.268205,-121.822983
2013-08-20,Meridian Av,N of,Hillsdale Av,Meridian Av - N of  Hillsdale Av,20723,37.268495,-121.904888
2013-08-15,Hillsdale Av,E of,Meridian Av,Hillsdale Av - E of  Meridian Av,24331,37.268124,-121.904
